osm_id,damaged,_POSTcount,_POSTsum,_POSTmean,_POSTmedian,_POSTstdev,_POSTmin,_POSTmax,_POSTrange,_POSTminority,_POSTmajority,_POSTvariety,_POSTvariance,_PREcount,_PREsum,_PREmean,_PREmedian,_PREstdev,_PREmin,_PREmax,_PRErange,_PREminority,_PREmajority,_PREvariety,_PREvariance,DIFF__POSTcount,DIFF__POSTsum,DIFF__POSTmean,DIFF__POSTmedian,DIFF__POSTstdev,DIFF__POSTmin,DIFF__POSTmax,DIFF__POSTrange,DIFF__POSTminority,DIFF__POSTmajority,DIFF__POSTvariety,DIFF__POSTvariance
41242992,0,2.0,27.1666669845581,13.5833334922791,13.5833334922791,2.16666650772095,11.4166669845581,15.75,4.33333301544189,11.4166669845581,11.4166669845581,2,4.69444375567969,2.0,28.1666660308838,14.0833330154419,14.0833330154419,1.25,12.8333330154419,15.3333330154419,2.5,12.8333330154419,12.8333330154419,2,1.5625,0.0,-0.9999990463257014,-0.49999952316279916,-0.49999952316279916,0.9166665077209499,-1.4166660308837997,0.41666698455810014,1.83333301544189,-1.4166660308837997,-1.4166660308837997,0,3.13194375567969
41243003,0,45.0,2215.41666793823,49.2314815097385,48.9166679382324,3.39197924571562,41.0,55.6666679382324,14.6666679382324,41.0,47.5833320617676,40,11.5055232033655,45.0,2064.0,45.8666666666667,47.75,5.75485313249983,31.5,55.25,23.75,31.5,48.0833320617676,41,33.1183345766432,0.0,151.41666793823015,3.364814843071798,1.1666679382324006,-2.3628738867842105,9.5,0.41666793823240056,-9.0833320617676,9.5,-0.5,-1,-21.6128113732777
41243077,1,18.0,638.333335876465,35.462963104248,35.0833339691162,5.80164845315914,26.4166660308838,45.1666679382324,18.7500019073486,26.4166660308838,26.4166660308838,18,33.6591247740439,18.0,702.833332061768,39.0462962256538,37.3333339691162,5.71258775596524,31.0,49.6666679382324,18.6666679382324,31.0,33.5,15,32.633658869604,0.0,-64.49999618530308,-3.5833331214058006,-2.25,0.08906069719389986,-4.5833339691162,-4.5,0.08333396911620028,-4.5833339691162,-7.0833339691162,3,1.0254659044399048
41243136,0,7.0,80.0833320617676,11.4404760088239,10.6666669845581,1.40344966177043,10.25,14.3333330154419,4.08333301544189,10.25,10.3333330154419,6,1.96967095312353,7.0,106.333333969116,15.1904762813023,17.1666660308838,4.22171142366552,9.08333301544189,20.0833339691162,11.0000009536743,9.08333301544189,20.0833339691162,6,17.8228473447079,0.0,-26.25000190734839,-3.7500002724784007,-6.4999990463257,-2.8182617618950907,1.1666669845581108,-5.7500009536743,-6.91666793823241,1.1666669845581108,-9.7500009536743,0,-15.85317639158437
41243268,1,31.0,690.916666984558,22.2876344188567,21.6666660308838,4.70452378001057,13.5,34.5833320617676,21.0833320617676,13.5,20.3333339691162,30,22.1325439966849,31.0,1270.25000190735,40.9758065131403,40.6666679382324,5.79902313060279,31.4166660308838,53.4166679382324,22.0000019073486,31.4166660308838,40.4166679382324,30,33.6286692692662,0.0,-579.333334922792,-18.688172094283598,-19.0000019073486,-1.09449935059222,-17.9166660308838,-18.8333358764648,-0.9166698455810014,-17.9166660308838,-20.0833339691162,0,-11.496125272581299
41243302,0,11.0,114.999999523163,10.4545454111966,9.5,4.88017556059183,4.08333349227905,20.1666660308838,16.0833325386047,4.08333349227905,4.08333349227905,11,23.8161135021978,11.0,182.833334922791,16.6212122657082,17.4166660308838,4.54374970080399,7.5,25.8333339691162,18.3333339691162,7.5,7.5,11,20.6456613435563,0.0,-67.83333539962801,-6.166666854511599,-7.9166660308838,0.33642585978784023,-3.41666650772095,-5.666667938232401,-2.2500014305114995,-3.41666650772095,-3.41666650772095,0,3.1704521586415026
41243312,0,29.0,1468.08333587646,50.623563306085,51.6666679382324,3.86144245517051,40.5,57.0,16.5,40.5,40.5,29,14.9107378345932,29.0,1528.33333969116,52.7011496445228,53.0833320617676,2.77453525532634,46.25,57.5833320617676,11.3333320617676,46.25,54.1666679382324,28,7.6980458830488,0.0,-60.250003814699994,-2.077586338437797,-1.4166641235351989,1.0869071998441702,-5.75,-0.5833320617675994,5.166667938232401,-5.75,-13.6666679382324,1,7.212691951544399
41243511,1,23.0,293.916670799255,12.7789856869241,12.4166669845581,2.80501714438738,8.91666698455811,19.6666660308838,10.7499990463257,8.91666698455811,10.1666669845581,20,7.86812118030711,23.0,304.416666030884,13.2355072187341,13.1666669845581,3.84957570747256,7.83333349227905,21.25,13.4166665077209,8.16666698455811,7.83333349227905,20,14.8192331275629,0.0,-10.499995231629043,-0.4565215318099991,-0.75,-1.0445585630851797,1.0833334922790607,-1.5833339691162003,-2.6666674613951997,0.75,2.33333349227905,0,-6.951111947255789
41244097,0,12.0,248.666666030884,20.7222221692403,19.6666669845581,2.82644835348896,17.1666660308838,25.9166660308838,8.75,17.1666660308838,17.1666660308838,12,7.98881029494045,12.0,387.583333969116,32.298611164093,30.9583339691162,5.21210465274351,24.25,39.5833320617676,15.3333320617676,24.25,24.25,12,27.1660349111505,0.0,-138.916667938232,-11.576388994852703,-11.291666984558102,-2.38565629925455,-7.0833339691162,-13.6666660308838,-6.583332061767599,-7.0833339691162,-7.0833339691162,0,-19.17722461621005
41244210,0,14.0,244.083333969116,17.4345238549369,18.0416669845581,3.17279761272065,11.75,21.9166660308838,10.1666660308838,11.75,14.1666669845581,13,10.0666446912859,14.0,332.583333969116,23.7559524263654,23.75,4.31756116996405,16.9166660308838,31.6666660308838,14.75,16.9166660308838,16.9166660308838,14,18.6413344563813,0.0,-88.49999999999997,-6.321428571428502,-5.708333015441902,-1.1447635572434005,-5.1666660308838,-9.75,-4.5833339691162,-5.1666660308838,-2.7499990463256996,-1,-8.574689765095401
41244532,0,7.0,229.000001907349,32.7142859867641,34.8333320617676,2.9082727946036,28.75,35.4166679382324,6.66666793823242,30.8333339691162,28.75,6,8.45805064783142,7.0,237.583335876465,33.9404765537807,35.4166679382324,4.62239104010914,27.0833339691162,40.6666679382324,13.5833339691162,27.0833339691162,27.0833339691162,7,21.3664989276813,0.0,-8.583333969115984,-1.2261905670166016,-0.5833358764648011,-1.7141182455055404,1.6666660308837997,-5.25,-6.91666603088378,3.75,1.6666660308837997,-1,-12.908448279849878
41244709,1,24.0,214.583333492279,8.94097222884496,8.20833325386047,3.56020308444187,4.41666650772095,18.5833339691162,14.1666674613953,4.41666650772095,7.33333349227905,21,12.6750460024694,24.0,356.583334922791,14.8576389551163,15.9583334922791,5.06619829864394,4.08333349227905,24.5,20.4166665077209,4.08333349227905,4.08333349227905,24,25.6663652011827,0.0,-142.000001430512,-5.916666726271341,-7.750000238418631,-1.5059952142020698,0.33333301544189986,-5.9166660308838,-6.249999046325602,0.33333301544189986,3.25,-3,-12.991319198713299
41244850,0,26.0,368.916666030884,14.1891025396494,14.0833334922791,3.00902825706689,9.33333301544189,21.5,12.1666669845581,9.33333301544189,14.3333330154419,25,9.05425105182699,26.0,407.416664600372,15.6698717153989,15.75,5.74225970292565,6.25,26.1666660308838,19.9166660308838,6.25,11.75,24,32.9735464958437,0.0,-38.49999856948796,-1.480769175749499,-1.6666665077208993,-2.73323144585876,3.083333015441889,-4.6666660308838,-7.7499990463257,3.083333015441889,2.5833330154419,1,-23.91929544401671
41244938,0,6.0,95.5833320617676,15.9305553436279,16.125,2.66380778410096,12.5833330154419,18.9166660308838,6.33333301544189,12.5833330154419,12.5833330154419,6,7.09587191063686,6.0,48.8333339691162,8.1388889948527,8.29166674613953,2.28200839452176,4.25,10.9166669845581,6.66666698455811,4.25,4.25,6,5.20756231266778,0.0,46.74999809265141,7.7916663487752,7.83333325386047,0.3817993895792,8.3333330154419,7.9999990463257,-0.3333339691162198,8.3333330154419,8.3333330154419,0,1.88830959796908
41244949,1,19.0,218.5,11.5,11.0833330154419,4.03719911402272,5.58333349227905,19.5,13.9166665077209,5.58333349227905,9.16666698455811,17,16.2989766862658,19.0,713.916666030884,37.5745613700465,38.4166679382324,6.47373773209656,22.5,47.3333320617676,24.8333320617676,22.5,38.0,16,41.9092802239708,0.0,-495.416666030884,-26.074561370046503,-27.3333349227905,-2.4365386180738398,-16.91666650772095,-27.8333320617676,-10.9166655540467,-16.91666650772095,-28.833333015441887,1,-25.610303537705004
41245117,1,11.0,178.75,16.25,15.75,5.36555126646235,8.41666698455811,26.1666660308838,17.7499990463257,8.41666698455811,8.41666698455811,11,28.7891403930358,11.0,102.416666030884,9.31060600280762,9.25,3.58343743234719,4.91666650772095,16.75,11.8333334922791,4.91666650772095,9.25,10,12.841023831547,0.0,76.333333969116,6.939393997192379,6.5,1.78211383411516,3.500000476837161,9.4166660308838,5.916665554046601,3.500000476837161,-0.8333330154418892,1,15.948116561488801
41245347,1,8.0,70.0833349227905,8.76041686534882,8.29166698455811,2.10630566141874,5.5,12.75,7.25,5.5,8.16666698455811,7,4.43652353932463,8.0,75.0,9.375,9.70833301544189,2.52728166525236,6.0,12.75,6.75,6.0,12.75,7,6.38715261552073,0.0,-4.916665077209501,-0.6145831346511805,-1.4166660308837784,-0.4209760038336201,-0.5,0.0,0.5,-0.5,-4.583333015441889,0,-1.9506290761961003
41245446,0,13.0,235.750000953674,18.1346154579749,18.1666660308838,6.70091664893213,9.91666698455811,28.6666660308838,18.7499990463257,9.91666698455811,9.91666698455811,13,44.9022839359358,13.0,293.25,22.5576923076923,20.75,7.23509255244423,13.75,36.25,22.5,13.75,13.75,13,52.346564242434,0.0,-57.499999046325996,-4.4230768497174004,-2.5833339691162003,-0.5341759035121001,-3.833333015441889,-7.5833339691162,-3.7500009536742986,-3.833333015441889,-3.833333015441889,0,-7.4442803064982
223564033,1,4.0,14.2500002384186,3.56250005960464,3.20833337306976,0.921153842068426,2.75,5.08333349227905,2.33333349227905,2.75,2.75,4,0.848524400757423,4.0,19.1666665077209,4.79166662693024,5.25,1.21549596447609,2.75,5.91666650772095,3.16666650772095,2.75,2.75,4,1.47743043965765,0.0,-4.916666269302301,-1.2291665673256005,-2.04166662693024,-0.2943421224076641,0.0,-0.8333330154418999,-0.8333330154418999,0.0,0.0,0,-0.6289060389002271
295886533,0,4.0,72.4166669845581,18.1041667461395,18.5,1.8553366407691,15.1666669845581,20.25,5.08333301544189,15.1666669845581,15.1666669845581,4,3.44227405058035,4.0,100.750001907349,25.1875004768372,25.5833339691162,1.91519442454446,22.25,27.3333339691162,5.08333396911621,22.25,22.25,4,3.66796968380618,0.0,-28.333334922790897,-7.083333730697699,-7.0833339691162,-0.059857783775359996,-7.0833330154419,-7.0833339691162,-9.536743199589637e-07,-7.0833330154419,-7.0833330154419,0,-0.22569563322582997
295886534,1,2.0,8.91666650772095,4.45833325386047,4.45833325386047,0.291666746139526,4.16666650772095,4.75,0.583333492279053,4.16666650772095,4.16666650772095,2,0.0850694908036189,2.0,41.1666679382324,20.5833339691162,20.5833339691162,0.25,20.3333339691162,20.8333339691162,0.5,20.3333339691162,20.3333339691162,2,0.0625,0.0,-32.250001430511446,-16.12500071525573,-16.12500071525573,0.04166674613952598,-16.16666746139525,-16.0833339691162,0.08333349227905296,-16.16666746139525,-16.16666746139525,0,0.022569490803618905
295886535,1,6.0,114.0,19.0,18.9583330154419,0.806513180576073,18.0,20.3333339691162,2.33333396911621,18.0,18.0,6,0.650463510442933,6.0,109.833332061768,18.3055553436279,18.0416660308838,1.09361241735114,16.75,20.0,3.25,16.75,17.6666660308838,5,1.19598811938461,0.0,4.1666679382319955,0.6944446563720987,0.9166669845581019,-0.2870992367750669,1.25,0.3333339691162003,-0.91666603088379,1.25,0.3333339691162003,1,-0.545524608941677
295886536,0,3.0,33.5,11.1666666666667,11.3333330154419,1.70511225317908,9.0,13.1666669845581,4.16666698455811,9.0,9.0,3,2.90740779594146,3.0,77.6666660308838,25.8888886769613,26.3333339691162,2.26725218613325,22.9166660308838,28.4166660308838,5.5,22.9166660308838,22.9166660308838,3,5.14043247552601,0.0,-44.1666660308838,-14.722222010294601,-15.0000009536743,-0.5621399329541701,-13.9166660308838,-15.2499990463257,-1.33333301544189,-13.9166660308838,-13.9166660308838,0,-2.2330246795845503
295886538,1,1.43445009453527,19.496010342043,13.5912782301145,11.8333330154419,3.02978582149755,8.08333301544189,16.75,8.66666698455811,8.08333301544189,8.08333301544189,7,9.17960212414757,1.43445009453527,36.8951090833906,25.7207338365743,24.8333339691162,6.86480079877068,14.8333330154419,33.8333320617676,18.9999990463257,14.8333330154419,14.8333330154419,7,47.1254900068026,0.0,-17.3990987413476,-12.1294556064598,-13.0000009536743,-3.8350149772731297,-6.750000000000011,-17.0833320617676,-10.33333206176759,-6.750000000000011,-6.750000000000011,0,-37.94588788265503
